
author,time,text,coordinates,place
tammy_allee,2020-01-28 22:44:05,"RT @GovParsonMO: Honored to meet another big fan of the @Chiefs!

Dustin Pryor and his dad Chuck traveled from Versailles to discuss our pr…",,
ndeanrobinson,2020-01-28 22:44:05,Remember when I said something about Andy Reid and Miami by Willy s. Was close,,
ToddFuhrman,2020-01-28 22:44:06,"RT @Document49Pod: I live for intelligent #NFL analysis.  There’s so much noise out there masquerading as expertise.

With that said, the p…",,
thejranes,2020-01-28 22:44:06,@vosams @Vsavarese9 @IsraelBissell @jwyattsports @TheRealFrankC_ @Chiefs @SuperBowl @Titans @KingHenry_2 I’m 16 doesn’t change the fact my team got more super bowls than urs,,
TommyBeeswax,2020-01-28 22:44:07,"@nbauer10 @lionswinone3 Yeah, Michael Strahan got to live the absolute dream with that game",,
TrackStarGazing,2020-01-28 22:44:08,"@danorlovsky7 @49ers Dude, the 49ers played man on man 25% of this season. Go watch the games. Sheesh.",,
SpotdogWright,2020-01-28 22:44:09,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
JacobCamenker,2020-01-28 22:44:10,RT @walterfootball: Super Bowl LIV Picks and Prop podcast video with @JacobCamenker about to start - https://t.co/tk7sjFytdg,,
Jacory2k,2020-01-28 22:44:11,"RT @SportsCenter: ""The Mamba Mentality still lives on.""

—@RSherman_25 on playing Super Bowl LIV for Kobe https://t.co/sDXXvdOEwJ",,
YoTell_MeHow,2020-01-28 22:44:12,RT @FirstTake: Could Jimmy G outplay Patrick Mahomes in the Super Bowl? @MaxKellerman says yes. https://t.co/0G1MjlyWEm,,
SirClutch97,2020-01-28 22:44:12,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
ryan_punzalan,2020-01-28 22:44:12,LET’S GO!,,
vindenmed327,2020-01-28 22:44:15,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
HorseshoeHype,2020-01-28 22:44:15,@NFLonFOX @TonyGonzalez88 @johnelway @Broncos Except he didn’t score on the play.,,
USWeatherExpert,2020-01-28 22:44:15,RT @ErinKCTV5: Ahhh. He is Simply the best ❤️ #ChiefsKingdom all my best to you both Kris!! https://t.co/boThVOES8H,,
TexMade97,2020-01-28 22:44:17,"RT @JoriEpstein: Cowboys Hall of Famer Troy Aikman on Kobe Bryant: ""We never know when our time’s going to come. But whenever the time come…",,
michaywe253,2020-01-28 22:44:18,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
joycehudson54,2020-01-28 22:44:19,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
Moritzbhg,2020-01-28 22:44:20,"RT @NFLUK: Super Bowl LIV Threads...

@Chiefs: Red Jersey, White Bottoms

@49ers: White Jersey, Gold Bottoms https://t.co/LvmEPnNUP2",,
michelleeclair,2020-01-28 22:44:20,RT @JamieLittleTV: Shot a feature today about service dogs that are the offspring of the 2017 Best in Show winner ‘Rumor’. These dogs are h…,,
walterfootball,2020-01-28 22:44:21,Super Bowl LIV Pick and Props https://t.co/LDsCHW2AE4,,
RodBarretoMiami,2020-01-28 22:44:21,Miami Super Bowl Committee joined up with Jackson Memorial Hospital to outfit these cuties.  @MIASBLIV @O2EMiami @downtownMIA @CityofMiami @MiamiBeachNews @MiamiDadeCounty @JacksonHealth @nflnetwork @nfl @FOXSports,,
mrshowardcwc,2020-01-28 22:44:21,My co-worker is the coolest!! Go Chiefs! @Chiefs @olatheschools @CWCcoyotes #KansasCityChiefs #mahomes https://t.co/Zw6mNAgqsx,,
WEARbyEA,2020-01-28 22:44:21,🚨🚨NEW PRODUCT ALERT🚨🚨Calling all @49ers and @chiefs fans!! We have 2 new styles available on @OfficialNFLShop and @fanatics! Tap the 🔗 in our bio to shop now‼️ @ErinAndrews #EveryWEAR #AnyWEAR #SuperBowlLIV https://t.co/Z1J2iJECl5,,
JohnWyche,2020-01-28 22:44:22,RT @INFOCUSTVOnline: Welcome to Miami from @WoodieLesesne with daily Superbowl updates from a locals perspective at https://t.co/egxaGLaxVM…,,
lukerubenzer8,2020-01-28 22:44:23,"RT @AZCardinals: With some help from his favorite player @ckirk, we surprised Devin Manigo at his home in Texas with some special news.

Co…",,
FIGHT_2_KAG,2020-01-28 22:44:23,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
zain49ers,2020-01-28 22:44:23,"RT @MattBowen41: More play-action stats on #49ers QB Jimmy Garoppolo...

Throws to the middle of the field (inside the numbers) — 

• 1,042…",,
Tstephen16,2020-01-28 22:44:24,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
SharkBomb99,2020-01-28 22:44:24,@NFLonFOX Lovely,,
titanupcuhh,2020-01-28 22:44:25,RT @jwyattsports: From the @SuperBowl: @TroyAikman loves @CoachVrabel50 and the @Titans. https://t.co/54YJiwJOff,,
PackofPatriots,2020-01-28 22:44:25,@Sidelinecreepin @49ers @Patriots Why should we? Especially when we can root for Brady Jr? Go 9ers https://t.co/SkT0M0nGLr,,
JigarHDesai,2020-01-28 22:44:26,Thank you @mitchgoldich for including me.  Slight correction regarding the timing of events - my excitement got the best of me BEFORE the NFC championship game (not after) as I was headed to the Linc 😂...and the rest is history. 🦅💪,,
suplexed_reign,2020-01-28 22:44:28,"RT @WWEonFOX: Special @FoxSports correspondent, King @BaronCorbinWWE took over 'Opening Night' of #SB54 to interview some of the players fr…",,
Mahomes2Kelce,2020-01-28 22:44:28,@niner_man @PeterBurnsESPN @danorlovsky7 @49ers They throw regardless of the score and wtf does that last point have to do with anything.,,
StowTV,2020-01-28 22:44:28,Get excited for the Superbowl with spirit days this week! ❤️💛🏈 @Chiefs https://t.co/ckJSG1btaN,,
pdoodle1120,2020-01-28 22:44:28,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
in2hisgrace,2020-01-28 22:44:29,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
iamseahawks12,2020-01-28 22:44:34,RT @NFL: .@wyche89 talks to @49ers assistant coach Katie Sowers as she becomes the first woman to coach in a Super Bowl. 🙌 #GoNiners #SBLIV…,,
ReterrnOfTheMac,2020-01-28 22:44:37,"RT @NFL: The @49ers' best plays from the postseason...so far! #GoNiners

#SBLIV | #WeReady https://t.co/qDsyKOTG5I",,
g3rb1_l,2020-01-28 22:44:39,@hoodie816 @DawgsNiners @49ers Cool story bro!,,
PatMoranTweets,2020-01-28 22:44:39,"RT @JaySkurski: “I was better than guys they had in camp, you know what I mean? So that wasn't it. It was a money thing. That was cool. I u…",,
wheatbone,2020-01-28 22:44:40,"So proud of my daughter, Kylie, getting to go to the Super Bowl and be in an NFL commercial! #WhoDat #whodatnation",,
mattdean7_matt,2020-01-28 22:44:41,"RT @JClarkNBCS: LeSean McCoy speaking tonight at Super Bowl media night, says he will retire as an Eagle 🦅 
https://t.co/OU1BgZ9ugG",,
djm21j2,2020-01-28 22:44:42,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
WalterTomsich,2020-01-28 22:44:43,"RT @SNFonNBC: The stage is almost set for #SBLIV 🌴

@Chiefs @49ers https://t.co/3niyyXAHmo",,
Friel_Dee,2020-01-28 22:44:44,"I was substituting in Carrollton today. On my way home, I came through Waverly. I noticed this ""Chiefs Player"" on the north side of Hwy 24. Even Mother Nature is a Chiefs fan!!! @Chiefs @PatrickMahomes @BryanBusbyKMBC @NickBenderKMBC @lenjenningsKMBC https://t.co/JTwo2ZF1fD",,
SassyScorpion87,2020-01-28 22:44:46,RT @LSUReport: Former LSU Tiger Tyrann Mathieu is SEC’s best option to win Super Bowl LIV MVP https://t.co/KPl0eOJmDR https://t.co/t5W9jSgE…,,
BakiraChampion,2020-01-28 22:44:47,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
TheorizeC,2020-01-28 22:44:48,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
AdrianSegura2,2020-01-28 22:44:52,LETS GO!!!!!! @Chiefs by 20,,
BurnsBuLinda91,2020-01-28 22:44:52,RT @etfinalscore: Mahomes &amp; Friends: Kansas City Chiefs quarterback close with his hometown buddies https://t.co/HlCtYQqPL5 @PatrickMahomes…,,
DefofoMVP,2020-01-28 22:44:52,@Ryan_Maitlen @BourneSZNv3 @NFL @49ers I read through the rules and this is how he didn’t have to be reported https://t.co/An2yfzk4hg,,
akeyak,2020-01-28 22:44:53,"I think the @49ers are going to win on Sunday, but @Chiefs is a very, very good team. There are no guarantees, but for those questioning our D we know that when you bring pressure on Mahomes with four or fewer he's at least somewhat human. And, guess what, we have just the...",,
espinosa_ethan,2020-01-28 22:44:53,"RT @Saints: Congrats to Kylie, our winner of the Next 100 Super Bowl contest!

@demario__davis, @A_kamara6, @camjordan94, and @teddyb_h2o s…",,
chasingballgame,2020-01-28 22:44:54,"RT @BFawkesESPN: Biggest Super Bowl LIV wagers:

1. $684K on 49ers +2 (-114) at DraftKings (NJ)

2. $550K on Chiefs -1 at Bellagio  (NV)

3…",,
Brent102Fire,2020-01-28 22:44:55,@eric_d_williams I think the @Chiefs should sign Rivers to at least a 10-year extension with the @Chargers !  #ChiefsKingdom https://t.co/cWgh1fCrDp,,
armyguy74015139,2020-01-28 22:44:56,RT @TrumpsPrettyWom: @LifeNewsHQ @FOXSports @FOX NEWS IS GOING DOWN 🔥🔥🔥,,
David_Summers81,2020-01-28 22:44:56,"RT @JoriEpstein: Cowboys Hall of Famer Troy Aikman on Kobe Bryant: ""We never know when our time’s going to come. But whenever the time come…",,
mrfr3shly,2020-01-28 22:44:58,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
ImStillDissin,2020-01-28 22:44:58,don't look at me,,
CT6ix,2020-01-28 22:44:58,Anytime Patrick Mahomes starts a sentence he says “yeah” lol,,
gerardjc,2020-01-28 22:44:59,"RT @HardRockStadium: Dressed to impress 🎨

@NFL x @SuperBowl https://t.co/4fhJxtwv3u",,
